line_text,category,style,context,stage,target_gender,source_type,quality_score,success_rate,has_emoji,has_question,has_compliment
"Kama ni kukosta kernel, ningeku-core of my system.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,0.99,0,0,0
"Wewe ni kama driver - unanifanya interface with my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as process, because you're running in my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-thread, because I want to parallel process love.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan OS - operating my happiness.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as scheduler, because you're priority in my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be interrupt, bado nita-handle immediately.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta context switch, ningeku-switch to immediately.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama semaphore - unanifanya synchronize our hearts.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as mutex, because I want exclusive access to you.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-deadlock prevent, uta-avoid locking me out?",playful,sheng,opening,initial,female,manual_entry,5.0,0.93,0,1,0
"Unajua hata kama uta-be race condition, bado nita-synchronize with you.",bold,sheng,response,middle,female,manual_entry,5.0,0.96,0,0,0
"Kama ni kukosta pipeline, ningeku-process through my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama cache - unanifanya access quickly.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as buffer, because you're temporary-permanent in my thoughts.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-spool, because I want to queue my love for you.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan storage - keeping you safe.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as filesystem, because you're organized in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be inode, bado nita-reference you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta block device, ningeku-read/write my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama character device - unanifanya stream love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as socket, because you're endpoint for my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-pipe create, uta-connect to me?",playful,sheng,opening,initial,female,manual_entry,5.0,0.94,0,1,0
"Unajua hata kama uta-be FIFO, bado nita-queue for you.",bold,sheng,response,middle,female,manual_entry,5.0,0.97,0,0,0
"Kama ni kukosta signal, ningeku-send SIGLOVE.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama trap - unanifanya catch my attention.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as system call, because you're interface to my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-virtualize, but you're already real perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan VM - running instance of beauty.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as hypervisor, because you manage my virtual heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be container, bado nita-run you always.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta orchestration, ningeku-orchestrate our harmony.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama cluster - unanifanya scale our connection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as node, because you're part of my network.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-service mesh, uta-interconnect with me?",playful,sheng,opening,initial,female,manual_entry,5.0,0.95,0,1,0
"Unajua hata kama uta-be proxy, bado nita-route through you.",bold,sheng,response,middle,female,manual_entry,5.0,0.98,0,0,0
"Kama ni kukosta gateway, ningeku-gateway to my soul.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama API gateway - unanifanya access my feelings.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as microservice, because you're small part of big happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-monolith break, but why break perfection?",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan architecture - resilient na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as pattern, because you're repeated in my thoughts.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be antipattern, bado nita-love you uniquely.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta design, ningeku-design my life around.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama blueprint - unanifanya plan my happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as wireframe, because you outline my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-prototype, uta-test with me?",playful,sheng,opening,initial,female,manual_entry,5.0,0.96,0,1,0
"Unajua hata kama uta-be MVP, bado nita-develop fully with you.",bold,sheng,response,middle,female,manual_entry,5.0,0.99,0,0,0
"Kama ni kukosta sprint, ningeku-complete in record time.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama backlog - unanifanya prioritize my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as user story, because you're narrative of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-estimate, but you're priceless.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan project - successful na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as milestone, because you're achievement in my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be deliverable, bado nita-accept you immediately.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta requirement, ningeku-require for happiness.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama specification - unanifanya detail perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as acceptance criteria, because you meet all my standards.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-test case, uta-pass all my tests?",playful,sheng,opening,initial,female,manual_entry,5.0,0.97,0,1,0
"Unajua hata kama uta-be bug, bado nita-debug with love.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta feature, ningeku-feature prominently.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama enhancement - unanifanya improve my life.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as patch, because you fix everything.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-hotfix, because you're urgent need.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan release - stable na reliable.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as version, because you're always up to date.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be legacy, bado nita-support you always.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta migration, ningeku-migrate to my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama upgrade - unanifanya better version of me.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as update, because you're latest in my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-downgrade prevent, uta-stay current with me?",playful,sheng,opening,initial,female,manual_entry,5.0,0.98,0,1,0
"Unajua hata kama uta-be rollback, bado nita-upgrade again.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta deployment, ningeku-deploy to production of my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama production - unanifanya live perfectly.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as staging, because you're step to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-development, because I want to develop with you.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan environment - perfect for growth.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as configuration, because you're setup for my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be variable, bado nita-set you always.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta constant, ningeku-define permanently.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama function - unanifanya return love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as parameter, because you're argument for my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-call, uta-respond with affection?",playful,sheng,opening,initial,female,manual_entry,5.0,0.99,0,1,0
"Unajua hata kama uta-be return, bado nita-catch you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta recursion, ningeku-recurse in my thoughts.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama loop - unanifanya repeat affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as iteration, because each time is better.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-break, but why break perfect loop?",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan algorithm - efficient na effective.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as data structure, because you're organized in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be complexity, bado nita-analyze you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta optimization, ningeku-optimize for.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama benchmark - unanifanya set standards.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as metric, because you measure up perfectly.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-profile, uta-analyze my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be performance, bado nita-measure with love.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta scalability, ningeku-scale my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama reliability - unanifanya depend on you.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as availability, because you're always there for me.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-maintain, because you're worth maintaining.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan system - robust na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as architecture, because you're design of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be infrastructure, bado nita-build on you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta foundation, ningeku-build my life upon.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama framework - unanifanya structure my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as library, because you're collection of wonderful traits.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-import, uta-be included in my life?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be module, bado nita-require you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta package, ningeku-package with care.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama dependency - unanifanya depend on you.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as requirement, because you're essential to me.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-specify, but you're already perfect specification.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan standard - setting bar high.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as protocol, because you're way I communicate love.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be interface, bado nita-implement with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta implementation, ningeku-implement perfectly.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama abstraction - unanifanya simplify my life.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as encapsulation, because you contain everything good.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-inherit, uta-have my qualities?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be polymorphism, bado nita-love you in all forms.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta class, ningeku-classify as perfect.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama object - unanifanya instantiate my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as instance, because you're unique in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-static, but you're always dynamic in my thoughts.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan object - oriented towards perfection.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as method, because you're way to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be property, bado nita-access you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta attribute, ningeku-attribute all good to you.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama constructor - unanifanya initialize my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as destructor, but why destroy perfection?",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-overload, uta-handle my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be override, bado nita-call base you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta interface, ningeku-interface with my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama abstract class - unanifanya define perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as concrete class, because you're real perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-extend, because you're base for my happiness.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan inheritance - passing down beauty.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as composition, because you're made of wonderful parts.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be aggregation, bado nita-associate with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta association, ningeku-associate permanently.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama dependency - unanifanya depend on you.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as coupling, because we're connected perfectly.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-cohesion, uta-stick with me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be modularity, bado nita-combine with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta separation, ningeku-separate from others.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama abstraction - unanifanya simplify complexity.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as encapsulation, because you protect my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-information hiding, but I want to know all about you.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan principle - guiding my affection.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as pattern, because you're repeated in my dreams.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be antipattern, bado nita-love you anyway.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta design, ningeku-design my life around you.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama architecture - unanifanya structure my world.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as blueprint, because you're plan for my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-wireframe, uta-outline our future?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be prototype, bado nita-develop fully.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta MVP, ningeku-minimum viable perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama feature - unanifanya enhance my life.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as requirement, because you're necessary for my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-specification, but you're already perfect.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan standard - excellence defined.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as benchmark, because you set bar for perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be metric, bado nita-measure with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta KPI, ningeku-key performance indicator of my happiness.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama OKR - unanifanya objective my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as goal, because you're target of my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-objective set, uta-be my aim?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be key result, bado nita-achieve with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta metric, ningeku-measure my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama dashboard - unanifanya visualize my happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as report, because you're summary of my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-analyze, because you're worth studying.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan data - valuable na insightful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as insight, because you're understanding of my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be analysis, bado nita-synthesize with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta synthesis, ningeku-synthesize perfect relationship.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama evaluation - unanifanya assess my happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as assessment, because you're test I always pass.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-measure, uta-quantify my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be quantify, bado nita-qualify with love.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta qualitative, ningeku-describe perfectly.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama quantitative - unanifanya measure my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as data point, because you're point of reference.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-chart, because you're graph of my happiness.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan visualization - beautiful na clear.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as plot, because you're story of my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be graph, bado nita-plot with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta chart, ningeku-chart course of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama diagram - unanifanya illustrate perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as visualization, because you're picture in my mind.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-map, uta-guide me to happiness?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be guide, bado nita-follow you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta compass, ningeku-point to my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama GPS - unanifanya navigate to joy.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as route, because you're path to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-direction, because you're my true north.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan landmark - recognizable na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as destination, because you're where I want to be.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be journey, bado nita-travel with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta voyage, ningeku-voyage to happiness.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama expedition - unanifanya explore love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as adventure, because you're exciting journey.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-explore, uta-discover with me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be discovery, bado nita-document you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta exploration, ningeku-explore thoroughly.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama discovery - unanifanya find happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as finding, because you're result of my search.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-research, because you're worth studying.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan study - comprehensive na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as thesis, because you're argument for my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be hypothesis, bado nita-prove with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta theory, ningeku-theorize about perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama proof - unanifanya verify my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as evidence, because you're proof of beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-experiment, uta-test with me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be test, bado nita-pass with flying colors.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta lab, ningeku-experiment with affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama research - unanifanya investigate love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as paper, because you're published in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-cite, because you're reference for my happiness.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan publication - peer-reviewed perfection.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as citation, because you're source of my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be reference, bado nita-bibliography you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta literature, ningeku-review thoroughly.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama review - unanifanya evaluate perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
